Name,Full name,Description,Location,Coordinates,URL,Version,DNSSEC validation,No logs,Namecoin,Resolver address,Provider name,Provider public key,Provider public key TXT record
dnsforfamily-no-safe-search,dnsforfamily-no-safe-search,"(DNSCrypt Protocol) Block adult websites, gambling websites, malwares and advertisements.",None,,https://dns.d0wn.biz,1,,no,no,135.181.193.222,none,none,none
dnsforfamily-v6,dnsforfamily-v6,"(DNSCrypt Protocol) Block adult websites, gambling websites, malwares and advertisements.",None,,https://dns.d0wn.biz,1,,no,no,[2a01:4f8:1c17:4df8::1],none,none,none
dnswarden-asia-adblock-dcv4,dnswarden-asia-adblock-dcv4,Hosted in Singapore. For more information look [here](https://github.com/bhanupratapys/dnswarden) or [here](https://dnswarden.com).,None,,https://dns.d0wn.biz,1,,yes,no,207.148.120.244:2053,none,none,none
dnswarden-asia-adblock-dcv6,dnswarden-asia-adblock-dcv6,Hosted in Singapore. For more information look [here](https://github.com/bhanupratapys/dnswarden) or [here](https://dnswarden.com).,None,,https://dns.d0wn.biz,1,,yes,no,[2001:19f0:4400:4de2:5400:3ff:fea9:d418]:2053,none,none,none
dnswarden-asia-adultfilter-dcv4,dnswarden-asia-adultfilter-dcv4,Hosted in Singapore. For more information look [here](https://github.com/bhanupratapys/dnswarden) or [here](https://dnswarden.com).,None,,https://dns.d0wn.biz,1,,yes,no,207.148.120.244:5353,none,none,none
dnswarden-asia-adultfilter-dcv6,dnswarden-asia-adultfilter-dcv6,Hosted in Singapore. For more information look [here](https://github.com/bhanupratapys/dnswarden) or [here](https://dnswarden.com).,None,,https://dns.d0wn.biz,1,,yes,no,[2001:19f0:4400:4de2:5400:3ff:fea9:d418]:5353,none,none,none
dnswarden-asia-uncensor-dcv4,dnswarden-asia-uncensor-dcv4,Hosted in Singapore. For more information look [here](https://github.com/bhanupratapys/dnswarden) or [here](https://dnswarden.com).,None,,https://dns.d0wn.biz,1,,yes,no,207.148.120.244:15353,none,none,none
dnswarden-asia-uncensor-dcv6,dnswarden-asia-uncensor-dcv6,Hosted in Singapore. For more information look [here](https://github.com/bhanupratapys/dnswarden) or [here](https://dnswarden.com).,None,,https://dns.d0wn.biz,1,,yes,no,[2001:19f0:4400:4de2:5400:3ff:fea9:d418]:15353,none,none,none
dnswarden-eu-adblock-dcv4,dnswarden-eu-adblock-dcv4,Hosted in Germany. For more information look [here](https://github.com/bhanupratapys/dnswarden) or [here](https://dnswarden.com).,None,,https://dns.d0wn.biz,1,,yes,no,45.76.88.20:2053,none,none,none
dnswarden-eu-adblock-dcv6,dnswarden-eu-adblock-dcv6,Hosted in Germany. For more information look [here](https://github.com/bhanupratapys/dnswarden) or [here](https://dnswarden.com).,None,,https://dns.d0wn.biz,1,,yes,no,[2001:19f0:6c01:2b17:5400:3ff:fea9:d42f]:2053,none,none,none
dnswarden-eu-adultfilter-dcv4,dnswarden-eu-adultfilter-dcv4,Hosted in Germany. For more information look [here](https://github.com/bhanupratapys/dnswarden) or [here](https://dnswarden.com).,None,,https://dns.d0wn.biz,1,,yes,no,45.76.88.20:5353,none,none,none
dnswarden-eu-adultfilter-dcv6,dnswarden-eu-adultfilter-dcv6,Hosted in Germany. For more information look [here](https://github.com/bhanupratapys/dnswarden) or [here](https://dnswarden.com).,None,,https://dns.d0wn.biz,1,,yes,no,[2001:19f0:6c01:2b17:5400:3ff:fea9:d42f]:5353,none,none,none
dnswarden-eu-uncensor-dcv4,dnswarden-eu-uncensor-dcv4,Hosted in Germany. For more information look [here](https://github.com/bhanupratapys/dnswarden) or [here](https://dnswarden.com).,None,,https://dns.d0wn.biz,1,,yes,no,45.76.88.20:15353,none,none,none
dnswarden-eu-uncensor-dcv6,dnswarden-eu-uncensor-dcv6,Hosted in Germany. For more information look [here](https://github.com/bhanupratapys/dnswarden) or [here](https://dnswarden.com).,None,,https://dns.d0wn.biz,1,,yes,no,[2001:19f0:6c01:2b17:5400:3ff:fea9:d42f]:15353,none,none,none
dnswarden-us-adblock-dcv4,dnswarden-us-adblock-dcv4,Hosted in USA (Dallas) . For more information look [here](https://github.com/bhanupratapys/dnswarden) or [here](https://dnswarden.com).,None,,https://dns.d0wn.biz,1,,yes,no,144.202.69.149:2053,none,none,none
dnswarden-us-adblock-dcv6,dnswarden-us-adblock-dcv6,Hosted in USA (Dallas) . For more information look [here](https://github.com/bhanupratapys/dnswarden) or [here](https://dnswarden.com).,None,,https://dns.d0wn.biz,1,,yes,no,[2001:19f0:6401:d6e:5400:3ff:fea9:d45e]:2053,none,none,none
dnswarden-us-adultfilter-dcv4,dnswarden-us-adultfilter-dcv4,Hosted in USA (Dallas) . For more information look [here](https://github.com/bhanupratapys/dnswarden) or [here](https://dnswarden.com).,None,,https://dns.d0wn.biz,1,,yes,no,144.202.69.149:5353,none,none,none
dnswarden-us-adultfilter-dcv6,dnswarden-us-adultfilter-dcv6,Hosted in USA (Dallas) . For more information look [here](https://github.com/bhanupratapys/dnswarden) or [here](https://dnswarden.com).,None,,https://dns.d0wn.biz,1,,yes,no,[2001:19f0:6401:d6e:5400:3ff:fea9:d45e]:5353,none,none,none
dnswarden-us-uncensor-dcv4,dnswarden-us-uncensor-dcv4,Hosted in USA (Dallas) . For more information look [here](https://github.com/bhanupratapys/dnswarden) or [here](https://dnswarden.com).,None,,https://dns.d0wn.biz,1,,yes,no,144.202.69.149:15353,none,none,none
dnswarden-us-uncensor-dcv6,dnswarden-us-uncensor-dcv6,Hosted in USA (Dallas) . For more information look [here](https://github.com/bhanupratapys/dnswarden) or [here](https://dnswarden.com).,None,,https://dns.d0wn.biz,1,,yes,no,[2001:19f0:6401:d6e:5400:3ff:fea9:d45e]:15353,none,none,none
east.comss.one,east.comss.one,"DNS with adblock filters and antiphishing, gaining popularity among russian-speaking users.",None,,https://dns.d0wn.biz,1,,yes,no,91.230.211.67:5443,none,none,none
faelix-ch-ipv4,faelix-ch-ipv4,"An open (non-logging, non-filtering, no ECS) DNSCrypt resolver operated by https://faelix.net/ with IPv4 nodes anycast within AS41495 in Switzerland.",None,,https://dns.d0wn.biz,1,,no,no,185.134.196.54:8443,none,none,none
faelix-uk-ipv4,faelix-uk-ipv4,"An open (non-logging, non-filtering, no ECS) DNSCrypt resolver operated by https://faelix.net/ with IPv4 nodes anycast within AS41495 in the UK.",None,,https://dns.d0wn.biz,1,,no,no,46.227.200.54:8443,none,none,none
faelix-uk-ipv6,faelix-uk-ipv6,"An open (non-logging, non-filtering, no ECS) DNSCrypt resolver operated by https://faelix.net/ with IPv6 nodes anycast within AS41495 in the UK.",None,,https://dns.d0wn.biz,1,,no,no,[2a01:9e00::54]:8443,none,none,none
ffmuc.net,ffmuc.net,"An open (non-logging, non-filtering, non-censoring) DNSCrypt resolver operated by Freifunk Munich with nodes in DE.",None,,https://dns.d0wn.biz,1,,yes,no,5.1.66.255:8443,none,none,none
ffmuc.net-v6,ffmuc.net-v6,"An open (non-logging, non-filtering, non-censoring) DNSCrypt resolver operated by Freifunk Munich with nodes in DE.",None,,https://dns.d0wn.biz,1,,yes,no,[2001:678:e68:f000::]:8443,none,none,none
freetsa.org-ipv6,freetsa.org-ipv6,Non-logged/Uncensored provided by www.freetsa.org. Support for DNS and DNS-over-TLS (DoT),None,,https://dns.d0wn.biz,1,,yes,no,[2607:f130:0:f8::3085:e961]:553,none,none,none
fvz-anyone,Primary OpenNIC Anycast DNS Resolver,Fusl's public primary OpenNIC Tier2 Anycast DNS Resolver,Anycast,,http://dnsrec.meo.ws/,1,no,yes,no,185.121.177.177,2.dnscrypt-cert.dnsrec.meo.ws,1A6A:D0A3:2B4C:5A61:A695:D153:670D:69AB:1690:3F9E:C3F7:F64F:13E5:35A3:18B2:28A5,
fvz-anytwo,Secondary OpenNIC Anycast DNS Resolver,Fusl's public secondary OpenNIC Tier2 Anycast DNS Resolver,Anycast,,http://dnsrec.meo.ws/,1,no,yes,no,169.239.202.202,2.dnscrypt-cert.dnsrec.meo.ws,1A6A:D0A3:2B4C:5A61:A695:D153:670D:69AB:1690:3F9E:C3F7:F64F:13E5:35A3:18B2:28A5,
gombadi-syd,gombadi-syd,"Protocol: DNSCrypt IPv4 | Features: Non-logging, Non-filtering, DNSSEC, Unbound | Location: Sydney, AU",None,,https://dns.d0wn.biz,1,,yes,no,172.105.166.189,none,none,none
gombadi-syd-ipv6,gombadi-syd-ipv6,"Protocol: DNSCrypt IPv6 | Features: Non-logging, Non-filtering, DNSSEC, Unbound | Location: Sydney, AU",None,,https://dns.d0wn.biz,1,,yes,no,[2400:8907::f03c:92ff:fe63:e748],none,none,none
ibksturm,ibksturm,"DNSCRYPT V2 Server, No Logging, No Filters, DNSSEC",None,,https://dns.d0wn.biz,1,,yes,no,213.196.191.96:8443,none,none,none
id-gmail,id-gmail,Non-Logging DNSCrypt server located in Singapore.,None,,https://dns.d0wn.biz,1,,yes,no,174.138.21.128,none,none,none
id-gmail-ipv6,id-gmail-ipv6,Non-Logging DNSCrypt (IPv6) server located in Singapore.,None,,https://dns.d0wn.biz,1,,yes,no,[2400:6180:0:d0::5f6e:4001],none,none,none
ipredator,Ipredator.se Server,Public DNSCrypt server in Sweden provided by Ipredator.se,Sweden,,https://www.ipredator.se,1,yes,yes,no,194.132.32.32,2.dnscrypt-cert.ipredator.se,C44C:566A:A8D6:46C4:32B1:04F5:3D00:961B:32DC:71CF:1C04:BD9E:B013:E480:E7A4:7828,pubkey.resolver2.ipredator.se
jp.tiar.app,jp.tiar.app,"Non-Logging, Non-Filtering DNSCrypt server in Japan.",None,,https://dns.d0wn.biz,1,,yes,no,172.104.93.80:1443,none,none,none
jp.tiar.app-ipv6,jp.tiar.app-ipv6,"Non-Logging, Non-Filtering DNSCrypt (IPv6) server in Japan.",None,,https://dns.d0wn.biz,1,,yes,no,[2400:8902::f03c:91ff:feda:c514]:1443,none,none,none
meganerd,meganerd,DNSCrypt server by MegaNerd.nl (IPv4) - https://meganerd.nl/encrypted-dns-server,None,,https://dns.d0wn.biz,1,,yes,no,136.244.97.114,none,none,none
meganerd-ipv6,meganerd-ipv6,DNSCrypt server by MegaNerd.nl (IPv6) - https://meganerd.nl/encrypted-dns-server,None,,https://dns.d0wn.biz,1,,yes,no,[2001:19f0:5001:cbb:5400:3ff:fe07:f70d],none,none,none
moulticast-ca-ipv4,moulticast-ca-ipv4,Public | Non-filtering | Non-logging | DNSSEC aware | Hosted in Canada | Operated by @herver (Github) | https://moulticast.net/dnscrypt/,None,,https://dns.d0wn.biz,1,,yes,no,149.56.14.159,none,none,none
moulticast-ca-ipv6,moulticast-ca-ipv6,Public | Non-filtering | Non-logging | DNSSEC aware | Hosted in Canada | Operated by @herver (Github) | https://moulticast.net/dnscrypt/,None,,https://dns.d0wn.biz,1,,yes,no,[2607:5300:201:3100::3dfb],none,none,none
moulticast-de-ipv4,moulticast-de-ipv4,Public | Non-filtering | Non-logging | DNSSEC aware | Hosted in Germany | Operated by @herver (Github) | https://moulticast.net/dnscrypt/,None,,https://dns.d0wn.biz,1,,yes,no,51.195.117.26,none,none,none
moulticast-fr-ipv4,moulticast-fr-ipv4,Public | Non-filtering | Non-logging | DNSSEC aware | Hosted in France | Operated by @herver (Github) | https://moulticast.net/dnscrypt/,None,,https://dns.d0wn.biz,1,,yes,no,193.200.43.25,none,none,none
moulticast-sg-ipv4,moulticast-sg-ipv4,Public | Non-filtering | Non-logging | DNSSEC aware | Hosted in Singapore | Operated by @herver (Github) | https://moulticast.net/dnscrypt/,None,,https://dns.d0wn.biz,1,,yes,no,51.79.158.183,none,none,none
moulticast-sg-ipv6,moulticast-sg-ipv6,Public | Non-filtering | Non-logging | DNSSEC aware | Hosted in Singapore | Operated by @herver (Github) | https://moulticast.net/dnscrypt/,None,,https://dns.d0wn.biz,1,,yes,no,[2402:1f00:8000:800::12ba],none,none,none
moulticast-uk-ipv4,moulticast-uk-ipv4,Public | Non-filtering | Non-logging | DNSSEC aware | Hosted in UK | Operated by @herver (Github) | https://moulticast.net/dnscrypt/,None,,https://dns.d0wn.biz,1,,yes,no,51.195.200.182,none,none,none
ns0.dnscrypt.is,"ns0.dnscrypt.is in Reykjavk, Iceland","DNSSEC enabled, non-logging, uncensored. Sponsored by 1984 Hosting.","Reykjavk, Iceland",,https://dnscrypt.is,1,yes,yes,no,93.95.228.87,2.dnscrypt-cert.ns0.dnscrypt.is,EE41:6A83:451C:218F:37B2:B736:78C4:999F:7DE6:89D1:31D2:7866:7C8E:A8BB:1C95:B402,pubkey.ns0.dnscrypt.is
okturtles,okTurtles,For a surveillance-free world. HTTPS is broken. DNSChain fixes it.,"Georgia, US",,http://okturtles.com/,1,no,yes,no,23.226.227.93,2.dnscrypt-cert.okturtles.com,1D85:3953:E34F:AFD0:05F9:4C6F:D1CC:E635:D411:9904:0D48:D19A:5D35:0B6A:7C81:73CB,
opennic-luggs,opennic-luggs,Public DNS server in Canada operated by Luggs,None,,https://dns.d0wn.biz,1,,no,no,142.4.204.111,none,none,none
opennic-luggs2,opennic-luggs2,Second public DNS server in Canada operated by Luggs,None,,https://dns.d0wn.biz,1,,no,no,142.4.205.47,none,none,none
opennic-R4SAS,opennic-R4SAS,DNSSEC  OpenNIC  Non-logging  Uncensored - hosted on OVH - https://opennic.i2pd.xyz/,None,,https://dns.d0wn.biz,1,,yes,no,151.80.222.79,none,none,none
opennic-R4SAS-ipv6,opennic-R4SAS-ipv6,DNSSEC  OpenNIC  Non-logging  Uncensored - hosted on OVH - https://opennic.i2pd.xyz/,None,,https://dns.d0wn.biz,1,,yes,no,[2001:470:1f15:b80::53],none,none,none
opennic-tumabox,TumaBox,Public DNS server operated by TumaBox.org,Germany,,http://wiki.tumabox.org/doku.php?id=dns,1,no,yes,no,130.255.73.90:5353,2.tumabox.org,D591:7B11:6A35:3114:C238:AA99:A6EB:0C28:7CF7:6805:41AC:5DBF:A8A0:239E:228C:5B06,
opennic-tumabox-ipv6,TumaBox over IPv6,Public DNS server operated by TumaBox.org,Germany,,http://wiki.tumabox.org/doku.php?id=dns,1,no,yes,no,[2a02:e00:fffd:139::9]:5353,2.tumabox.org,D591:7B11:6A35:3114:C238:AA99:A6EB:0C28:7CF7:6805:41AC:5DBF:A8A0:239E:228C:5B06,
oszx,oszx,Secure DNS Project by PumpleX - Hosted in the UK by OVH,None,,https://dns.d0wn.biz,1,,no,no,51.38.83.141:5353,none,none,none
pf-dnscrypt,pf-dnscrypt,"by post-factum | Zrich, Switzerland | Non-logging | Non-filtering | DNSSEC | https://dns.post-factum.tk",None,,https://dns.d0wn.biz,1,,yes,no,140.238.215.192:8443,none,none,none
plan9-ns1,plan9-ns1,"DNSCrypt server in New Jersey, USA. Non-logging, non-filtering, DNSSEC, anonymized.",None,,https://dns.d0wn.biz,1,,yes,no,173.199.126.35,none,none,none
plan9-ns2,plan9-ns2,"DNSCrypt server in Florida, USA. Non-logging, non-filtering, DNSSEC, anonymized.",None,,https://dns.d0wn.biz,1,,yes,no,45.63.110.187:8443,none,none,none
pryv8boi,pryv8boi,"By pryv8, non Logging, uncensored, DNSSEC - hosted on contabo servers",None,,https://dns.d0wn.biz,1,,yes,no,164.68.121.162:4443,none,none,none
pwoss.org-dnscrypt,pwoss.org-dnscrypt,"No filter | No logs | DNSSEC | Nuremberg, Germany (netcup) | Maintained by https://pwoss.org/ (Dan)",None,,https://dns.d0wn.biz,1,,yes,no,45.142.176.170:4434,none,none,none
quad9-dnscrypt-ip4-filter-ecs-pri,quad9-dnscrypt-ip4-filter-ecs-pri,Quad9 (anycast) dnssec/no-log/filter/ecs 9.9.9.11 - 149.112.112.11,None,,https://dns.d0wn.biz,1,,yes,no,9.9.9.11:8443,none,none,none
quad9-dnscrypt-ip4-filter-pri,quad9-dnscrypt-ip4-filter-pri,Quad9 (anycast) dnssec/no-log/filter 9.9.9.9 - 149.112.112.9 - 149.112.112.112,None,,https://dns.d0wn.biz,1,,yes,no,9.9.9.9:8443,none,none,none
quad9-dnscrypt-ip4-nofilter-ecs-pri,quad9-dnscrypt-ip4-nofilter-ecs-pri,Quad9 (anycast) no-dnssec/no-log/no-filter/ecs 9.9.9.12 - 149.112.112.12,None,,https://dns.d0wn.biz,1,,no,no,9.9.9.12:8443,none,none,none
quad9-dnscrypt-ip4-nofilter-pri,quad9-dnscrypt-ip4-nofilter-pri,Quad9 (anycast) no-dnssec/no-log/no-filter 149.112.112.10,None,,https://dns.d0wn.biz,1,,no,no,149.112.112.10:8443,none,none,none
resolver4.dns.openinternet.io,resolver4.dns.openinternet.io,"DNSCrypt & DoH resolver on dedicated hardware colocated at Sonic.net in Santa Rosa, CA in the United States.",None,,https://dns.d0wn.biz,1,,yes,no,70.36.170.126,none,none,none
safesurfer,safesurfer,"Family safety focused blocklist for over 2 million adult sites, as well as phishing and malware and more.",None,,https://dns.d0wn.biz,1,,yes,no,104.155.237.225,none,none,none
saldns01-conoha-ipv4,saldns01-conoha-ipv4,Hosted on ConoHa VPS Tokyo region. No log. No filter.,None,,https://dns.d0wn.biz,1,,yes,no,118.27.108.140:50443,none,none,none
saldns02-conoha-ipv4,saldns02-conoha-ipv4,Hosted on ConoHa VPS Tokyo region. No log. No filter.,None,,https://dns.d0wn.biz,1,,yes,no,133.130.118.103:50443,none,none,none
saldnssg01-conoha-ipv4,saldnssg01-conoha-ipv4,Hosted on ConoHa VPS Singapore region. No log. No filter.,None,,https://dns.d0wn.biz,1,,yes,no,163.44.154.144:50443,none,none,none
scaleway-ams,scaleway-ams,DNSSEC/Non-logged/Uncensored in Amsterdam - DEV1-S instance donated by Scaleway.com,None,,https://dns.d0wn.biz,1,,yes,no,51.15.122.250,none,none,none
scaleway-ams-ipv6,scaleway-ams-ipv6,DNSSEC/Non-logged/Uncensored in Amsterdam - IPv6 only - DEV1-S instance donated by Scaleway.com,None,,https://dns.d0wn.biz,1,,yes,no,[2001:bc8:1820:50d::1],none,none,none
scaleway-fr,scaleway-fr,DNSSEC/Non-logged/Uncensored in Paris - DEV1-S instance donated by Scaleway.com,None,,https://dns.d0wn.biz,1,,yes,no,212.47.228.136,none,none,none
scaleway-fr-ipv6,scaleway-fr-ipv6,DNSSEC/Non-logged/Uncensored in Paris - IPv6 only - DEV1-S instance donated by Scaleway.com,None,,https://dns.d0wn.biz,1,,yes,no,[2001:bc8:47b0:1a01::1],none,none,none
securedns,SecureDNS,Uncensored and no logging,"Amsterdam, Netherlands",,https://securedns.eu,1,yes,yes,no,146.185.167.43:5353,2.dnscrypt-cert.securedns.eu,B3A5:9769:1457:5B04:89E1:9FAE:9C43:E679:FAF2:8C57:1897:0031:7F7B:B496:291F:B095,2.dnscrypt-cert.securedns.eu
securedns-ipv6,SecureDNS over IPv6,Uncensored and no logging,"Amsterdam, Netherlands",,https://securedns.eu,1,yes,yes,no,[2a03:b0c0:0:1010::e9a:3001]:5353,2.dnscrypt-cert.securedns.eu,B3A5:9769:1457:5B04:89E1:9FAE:9C43:E679:FAF2:8C57:1897:0031:7F7B:B496:291F:B095,2.dnscrypt-cert.securedns.eu
serbica,serbica,Public DNSCrypt server in the Netherlands by https://litepay.ch,None,,https://dns.d0wn.biz,1,,yes,no,185.66.143.178:5353,none,none,none
sfw.scaleway-fr,sfw.scaleway-fr,"Uses deep learning to block adult websites. Free, DNSSEC, no logs.",None,,https://dns.d0wn.biz,1,,yes,no,163.172.180.125,none,none,none
sgp-dn53,sgp-dn53,"non-censoring, non-logging, DNSSEC-capable based on official docker image hosted in Singapore",None,,https://dns.d0wn.biz,1,,yes,no,20.212.52.76,none,none,none
sgp-dn53-ipv6,sgp-dn53-ipv6,"non-censoring, non-logging, DNSSEC-capable based on official docker image hosted in Singapore",None,,https://dns.d0wn.biz,1,,yes,no,[2a01:111:f100:7000::6fdd:53c6],none,none,none
soltysiak,Soltysiak,Public DNSCrypt server in Poland,Poland,,http://dc1.soltysiak.com/,1,yes,yes,yes,178.216.201.222:2053,2.dnscrypt-cert.soltysiak.com,25C4:E188:2915:4697:8F9C:2BBD:B6A7:AFA4:01ED:A051:0508:5D53:03E7:1928:C066:8F21,pubkey.dc1.soltysiak.com
soltysiak-ipv6,Soltysiak over IPv6,Public DNSCrypt server in Poland,Poland,,http://dc1.soltysiak.com/,1,yes,yes,yes,[2001:470:70:4ff::2]:2053,2.dnscrypt-cert.soltysiak.com,25C4:E188:2915:4697:8F9C:2BBD:B6A7:AFA4:01ED:A051:0508:5D53:03E7:1928:C066:8F21,pubkey.dc1.soltysiak.com
sth-dnscrypt-se,sth-dnscrypt-se,"Resolver in Stockholm, Sweden. DNSCrypt server. Non-logging, non-filtering, DNSSEC.",None,,https://dns.d0wn.biz,1,,yes,no,45.153.187.96,none,none,none
userspace-australia,userspace-australia,DNSCrypt in Australia (Brisbane & Melbourne) by UserSpace.,None,,https://dns.d0wn.biz,1,,yes,no,103.16.131.77:54,none,none,none
userspace-australia-ipv6,userspace-australia-ipv6,DNSCrypt in Australia (Brisbane & Melbourne) by UserSpace.,None,,https://dns.d0wn.biz,1,,yes,no,[2404:9400:1:0:216:3eff:fef0:180a]:54,none,none,none
v.dnscrypt.uk-ipv4,v.dnscrypt.uk-ipv4,"DNSCrypt, no logs, uncensored, DNSSEC. Hosted in London UK on Digital Ocean",None,,https://dns.d0wn.biz,1,,yes,no,104.238.186.192,none,none,none
v.dnscrypt.uk-ipv6,v.dnscrypt.uk-ipv6,"DNSCrypt, no logs, uncensored, DNSSEC. Hosted in London UK on Digital Ocean",None,,https://dns.d0wn.biz,1,,yes,no,[2001:19f0:7402:1574:5400:2ff:fe66:2cff],none,none,none
ventricle.us,Anatomical DNS,Public DNSCrypt resolver provided by Jacob Henner,"New York, NY",,https://jacobhenner.com,1,yes,yes,no,107.170.57.34,2.dnscrypt-cert.dnscrypt.ventricle.us,E985:F118:AD4E:3CC6:5FF2:2520:1890:C6F5:58B7:5B5A:52F5:6B17:CFEA:C100:5C8B:9BAA,pubkey.dnscrypt.ventricle.us
wevpn-singapore,wevpn-singapore,Private DNSCrypt service by WeVPN in Singapore - https://wevpn.com/dns,None,,https://dns.d0wn.biz,1,,yes,no,143.244.33.74:15353,none,none,none
wevpn-uk,wevpn-uk,"Private DNSCrypt service by WeVPN in London, UK - https://wevpn.com/dns",None,,https://dns.d0wn.biz,1,,yes,no,212.78.94.40:15353,none,none,none
wevpn-useast,wevpn-useast,"Private DNSCrypt service by WeVPN in New Jersey, USA - https://wevpn.com/dns",None,,https://dns.d0wn.biz,1,,yes,no,23.226.134.242:15353,none,none,none
wevpn-uswest,wevpn-uswest,"Private DNSCrypt service by WeVPN in Los Angeles, USA - https://wevpn.com/dns",None,,https://dns.d0wn.biz,1,,yes,no,72.11.134.90:15353,none,none,none
yandex,Yandex,Yandex public DNS server,Anycast,,https://www.yandex.com,1,no,no,no,77.88.8.78:15353,2.dnscrypt-cert.browser.yandex.net,D384:C071:C9F7:4662:AF2A:CCD5:7B5D:CC97:14D4:07B6:AD36:01E1:AEDC:06D5:6D49:6327,
zackptg5-us-il-ipv4,zackptg5-us-il-ipv4,"DNSSEC/unfiltered/non-logged. Hosted on Vultr in Chicago, IL. Running the official Docker image by @zackptg5",None,,https://dns.d0wn.biz,1,,yes,no,137.220.59.62,none,none,none
zackptg5-us-il-ipv6,zackptg5-us-il-ipv6,"DNSSEC/unfiltered/non-logged. Hosted on Vultr in Chicago, IL. Running the official Docker image by @zackptg5",None,,https://dns.d0wn.biz,1,,yes,no,[2001:19f0:5c01:147e:5400:3ff:fe2a:3b1f],none,none,none
